Training start time (UTC): 1970-01-01 02:00:00
IR,RED,Ax,Ay,Az
110302,124287,8288,-3780,-13412
110303,124276,8332,-3872,-13288
110330,124273,8296,-3712,-13244
110309,124272,8332,-3700,-13524
110314,124273,8384,-3712,-13352
110313,124279,8368,-3836,-13420
110332,124273,8416,-3816,-13412
110317,124297,8416,-3668,-13352
110315,124290,8360,-3812,-13324
110320,124277,8288,-3752,-13188
110309,124274,8428,-3780,-13352
110305,124269,8284,-3760,-13312
110293,124259,8384,-3740,-13376
110305,124259,8440,-3676,-13180
110307,124249,8432,-3712,-13264
110286,124252,8484,-3752,-13360
110297,124238,8312,-3740,-13464
110294,124218,8416,-3740,-13368
110297,124224,8336,-3732,-13340
110272,124197,8376,-3736,-13360
110258,124219,8276,-3800,-13184
110335,124315,8352,-3756,-13324
110326,124328,8324,-3720,-13380
110321,124333,8300,-3620,-13400
110321,124336,8356,-3728,-13444
110315,124332,8472,-3732,-13216
110343,124297,8340,-3796,-13300
110326,124314,8440,-3724,-13336
110341,124313,8356,-3736,-13164
110337,124302,8528,-3872,-13340
110346,124299,8452,-3764,-13420
110350,124289,8420,-3740,-13492
110352,124276,8436,-3828,-13376
110340,124298,8348,-3744,-13328
110337,124293,8272,-3688,-13372
110336,124289,8452,-3784,-13300
110338,124275,8344,-3768,-13288
110346,124285,8436,-3812,-13452
110345,124289,8312,-3748,-13344
110345,124282,8444,-3760,-13260
110337,124266,8424,-3888,-13324
110327,124277,8404,-3764,-13368
110347,124266,8348,-3820,-13248
110330,124263,8300,-3712,-13220
110335,124268,8428,-3716,-13168
110345,124243,8440,-3924,-13228
110331,124247,8384,-3776,-13456
110319,124231,8436,-3796,-13456
110326,124238,8468,-3732,-13428
110306,124233,8352,-3768,-13256
110288,124233,8320,-3740,-13432
110268,124212,8368,-3728,-13296
110325,124317,8396,-3768,-13372
110350,124332,8448,-3692,-13216
110354,124353,8328,-3768,-13404
110352,124353,8344,-3720,-13372
110348,124334,8332,-3680,-13364
110345,124312,8416,-3752,-13228
110350,124320,8464,-3716,-13204
110353,124333,8372,-3804,-13260
110357,124315,8420,-3772,-13308
110344,124298,8380,-3632,-13304
110364,124292,8464,-3720,-13292
110354,124287,8452,-3696,-13456
110365,124275,8348,-3836,-13304
110343,124281,8352,-3732,-13440
110351,124299,8392,-3712,-13380
110335,124291,8412,-3708,-13400
110335,124281,8312,-3808,-13152
110333,124290,8476,-3760,-13320
110314,124280,8472,-3848,-13368
110338,124262,8428,-3688,-13476
110310,124273,8308,-3740,-13276
110327,124263,8296,-3656,-13340
110319,124259,8416,-3804,-13360
110318,124265,8452,-3760,-13252
110288,124244,8460,-3748,-13332
110299,124241,8404,-3632,-13308
110299,124234,8272,-3744,-13284
110286,124216,8440,-3756,-13204
110287,124204,8336,-3780,-13256
110269,124233,8420,-3732,-13404
110256,124236,8360,-3724,-13428
110325,124331,8420,-3788,-13380
110335,124336,8488,-3768,-13416
110322,124342,8448,-3660,-13348
110321,124310,8444,-3812,-13388
110325,124335,8512,-3800,-13296
110324,124311,8352,-3768,-13280
110333,124329,8500,-3788,-13276
110316,124322,8352,-3724,-13396
110318,124300,8436,-3792,-13364
110334,124312,8352,-3728,-13296
110320,124273,8336,-3756,-13280
110332,124301,8528,-3736,-13348
110326,124278,8388,-3804,-13536
110319,124286,8380,-3792,-13416
110323,124272,8372,-3752,-13472
110323,124285,8444,-3748,-13456
110331,124268,8428,-3860,-13296
110321,124267,8452,-3716,-13384
110336,124278,8288,-3784,-13304
110306,124286,8360,-3664,-13316
110313,124256,8516,-3720,-13316
110315,124268,8348,-3712,-13360
110312,124272,8352,-3788,-13400
110318,124262,8320,-3828,-13368
110296,124256,8312,-3852,-13544
110304,124235,8412,-3716,-13188
110305,124222,8436,-3712,-13364
110437,124280,8488,-3724,-13316
110275,124226,8400,-3744,-13268
110339,124313,8412,-3748,-13216
110338,124322,8384,-3816,-13456
110321,124341,8412,-3656,-13372
110345,124344,8460,-3860,-13308
110345,124336,8444,-3732,-13292
110363,124322,8332,-3636,-13572
110334,124314,8360,-3716,-13400
110356,124320,8452,-3860,-13440
110364,124335,8352,-3780,-13308
110348,124297,8424,-3788,-13504
110349,124301,8460,-3832,-13236
110357,124289,8408,-3684,-13352
110344,124280,8440,-3700,-13404
110346,124284,8364,-3656,-13384
110339,124286,8528,-3764,-13336
110342,124281,8368,-3736,-13328
110349,124323,8380,-3768,-13504
110354,124283,8360,-3796,-13260
110343,124267,8376,-3800,-13352
110347,124276,8296,-3740,-13380
110371,124278,8404,-3708,-13316
110353,124280,8288,-3784,-13288
110362,124263,8380,-3844,-13504
110341,124270,8404,-3748,-13236
110346,124276,8408,-3772,-13436
110344,124249,8452,-3804,-13260
110313,124245,8452,-3852,-13304
110342,124239,8456,-3736,-13304
110320,124237,8364,-3792,-13228
110323,124261,8412,-3728,-13396
110366,124339,8496,-3740,-13284
110367,124348,8440,-3656,-13404
110380,124353,8384,-3760,-13324
110380,124345,8464,-3756,-13484
110361,124360,8380,-3712,-13472
110384,124332,8416,-3700,-13368
110363,124337,8408,-3732,-13356
110370,124351,8364,-3752,-13388
110369,124337,8308,-3740,-13316
110374,124317,8300,-3712,-13220
110355,124312,8304,-3708,-13348
110362,124293,8380,-3780,-13448
110342,124275,8420,-3796,-13284
110347,124290,8372,-3736,-13412
110330,124294,8504,-3716,-13152
110335,124296,8308,-3736,-13344
110327,124302,8388,-3720,-13372
110328,124289,8340,-3820,-13356
110335,124282,8372,-3820,-13364
110331,124285,8412,-3836,-13196
110332,124277,8504,-3712,-13364
110356,124280,8500,-3772,-13452
110350,124278,8352,-3972,-13192
110350,124270,8424,-3740,-13476
110337,124265,8392,-3820,-13380
110324,124260,8392,-3776,-13412
110322,124252,8340,-3756,-13356
110314,124258,8412,-3716,-13280
110289,124234,8388,-3712,-13320
110309,124243,8416,-3764,-13412
110276,124245,8352,-3800,-13208
110351,124336,8356,-3664,-13244
110349,124343,8332,-3788,-13300
110353,124329,8460,-3612,-13348
110357,124337,8456,-3736,-13260
110361,124326,8276,-3744,-13432
110356,124341,8444,-3676,-13420
110347,124320,8356,-3668,-13244
110351,124344,8452,-3784,-13212
110344,124334,8320,-3684,-13444
110339,124324,8464,-3764,-13344
110358,124309,8408,-3768,-13252
110358,124295,8420,-3704,-13252
110350,124295,8404,-3700,-13300
110348,124310,8412,-3656,-13372
110343,124296,8404,-3764,-13256
110360,124300,8272,-3800,-13416
110361,124300,8432,-3664,-13276
110338,124310,8396,-3732,-13212
110350,124312,8432,-3800,-13412
110357,124313,8312,-3756,-13256
110363,124307,8400,-3712,-13360
110364,124291,8344,-3780,-13440
110369,124294,8388,-3756,-13424
110368,124272,8428,-3692,-13192
110362,124276,8460,-3760,-13212
110344,124271,8480,-3856,-13288
110342,124273,8384,-3780,-13480
110338,124253,8396,-3800,-13260
110342,124255,8416,-3816,-13188
110313,124245,8424,-3780,-13212
110318,124245,8448,-3748,-13456
110298,124284,8420,-3824,-13268
110377,124366,8344,-3712,-13396
110363,124362,8436,-3780,-13508
110386,124362,8500,-3820,-13572
110394,124347,8424,-3708,-13264
110391,124350,8468,-3692,-13324
110390,124362,8412,-3688,-13428
110396,124357,8432,-3700,-13312
110384,124362,8452,-3684,-13404
110373,124349,8360,-3824,-13456
110395,124358,8340,-3772,-13380
110394,124346,8460,-3732,-13336
110396,124328,8328,-3740,-13364
110403,124321,8388,-3780,-13308
110390,124311,8380,-3760,-13368
110382,124322,8464,-3804,-13204
110395,124333,8468,-3740,-13432
110382,124322,8488,-3680,-13336
110391,124320,8368,-3676,-13456
110389,124317,8332,-3680,-13504
110403,124301,8456,-3724,-13312
110404,124312,8344,-3768,-13336
110405,124322,8380,-3768,-13384
110400,124310,8400,-3768,-13532
110396,124283,8428,-3772,-13348
110387,124301,8420,-3764,-13316
110384,124292,8456,-3764,-13168
110386,124299,8476,-3780,-13360
110350,124277,8372,-3728,-13296
110355,124251,8280,-3808,-13420
110331,124232,8296,-3772,-13348
110307,124270,8384,-3852,-13344
110370,124356,8420,-3668,-13412
110382,124342,8428,-3784,-13412
110369,124378,8460,-3780,-13356
110373,124365,8436,-3748,-13224
110359,124359,8500,-3780,-13280
110359,124319,8436,-3804,-13428
110371,124352,8452,-3736,-13152
110364,124347,8368,-3764,-13444
110358,124339,8444,-3708,-13412
110365,124330,8432,-3768,-13400
110368,124320,8420,-3756,-13308
110367,124324,8336,-3776,-13260
110371,124321,8360,-3748,-13268
110380,124326,8440,-3696,-13340
110371,124327,8448,-3744,-13324
110355,124321,8436,-3720,-13256
110377,124323,8424,-3684,-13340
110375,124320,8404,-3784,-13236
110389,124313,8420,-3732,-13368
110382,124310,8372,-3820,-13396
110371,124302,8512,-3780,-13324
110376,124317,8488,-3728,-13216
110368,124309,8348,-3688,-13272
110373,124300,8344,-3704,-13264
110359,124277,8380,-3832,-13480
110353,124277,8332,-3724,-13288
110355,124269,8344,-3732,-13252
110344,124267,8404,-3792,-13236
110336,124245,8428,-3740,-13232
110337,124250,8376,-3816,-13388
110312,124260,8424,-3676,-13284
110364,124350,8408,-3636,-13132
110371,124372,8488,-3768,-13324
110372,124371,8508,-3744,-13260
110374,124378,8408,-3692,-13484
110365,124365,8436,-3748,-13280
110382,124346,8392,-3788,-13308
110371,124338,8380,-3768,-13388
110391,124344,8380,-3732,-13316
110393,124335,8392,-3656,-13404
110374,124327,8376,-3708,-13340
110400,124323,8500,-3752,-13316
110383,124321,8372,-3856,-13396
110388,124319,8452,-3788,-13276
110366,124320,8408,-3808,-13400
110399,124324,8448,-3756,-13400
110385,124325,8416,-3812,-13376
110401,124312,8448,-3720,-13344
110400,124329,8348,-3692,-13404
110395,124323,8388,-3720,-13404
110377,124318,8484,-3764,-13360
110400,124308,8392,-3796,-13412
110398,124311,8488,-3748,-13368
110400,124299,8396,-3824,-13364
110390,124283,8392,-3832,-13216
110377,124292,8396,-3828,-13308
110368,124286,8400,-3740,-13260
110365,124278,8408,-3752,-13372
110365,124278,8472,-3828,-13184
110346,124282,8360,-3824,-13384
110350,124276,8436,-3696,-13372
110329,124297,8516,-3820,-13348
110408,124385,8432,-3752,-13300
110388,124376,8540,-3756,-13128
110401,124368,8384,-3772,-13176
110399,124345,8352,-3860,-13244
110399,124344,8340,-3856,-13404
110400,124350,8532,-3720,-13420
110388,124350,8392,-3792,-13360
110390,124329,8360,-3812,-13232
110415,124334,8420,-3752,-13504
110404,124308,8516,-3916,-13488
110376,124307,8460,-3840,-13448
110405,124316,8524,-3884,-13040
110426,124316,8288,-3828,-13188
110431,124304,8276,-3640,-13140
110423,124295,8160,-3772,-13608
110426,124261,8312,-3896,-13424
110446,124249,8404,-3732,-13260
110412,124202,8492,-3616,-13108
110406,124144,8456,-3692,-13324
110387,124070,8488,-3668,-13440
110377,124037,8356,-3648,-13344
110361,124006,8332,-3700,-13388
110353,123960,8392,-3728,-13388
110336,123968,8360,-3736,-13508
110339,123901,8372,-3816,-13440
110330,123845,8380,-3812,-13276
110334,123774,8400,-3840,-13176
110314,123725,8352,-3732,-13228
110309,123679,8492,-3768,-13548
110307,123618,8476,-3940,-13460
110369,123648,8396,-3776,-13268
110365,123616,8384,-3780,-13344
110373,123587,8428,-3692,-13344
110370,123538,8356,-3668,-13348
110377,123509,8296,-3712,-13360
110366,123448,8408,-3756,-13188
110364,123429,8428,-3752,-13208
110363,123393,8340,-3656,-13228
110350,123372,8416,-3800,-13280
110350,123365,8488,-3864,-13344
110342,123340,8420,-3700,-13364
110340,123353,8260,-3676,-13428
110335,123347,8440,-3728,-13328
110335,123365,8260,-3704,-13408
110342,123370,8380,-3704,-13324
110339,123404,8392,-3788,-13236
110354,123413,8324,-3704,-13312
110341,123441,8440,-3748,-13316
110338,123473,8428,-3768,-13248
110325,123488,8536,-3780,-13176
110329,123488,8524,-3832,-13196
110301,123495,8432,-3792,-13488
110279,123491,8480,-3864,-13480
110280,123502,8464,-3704,-13320
110277,123496,8404,-3752,-13528
110256,123509,8368,-3772,-13380
110260,123499,8396,-3624,-13196
110251,123514,8392,-3664,-13368
110245,123529,8336,-3648,-13408
110208,123563,8320,-3732,-13276
110289,123669,8444,-3856,-13392
110304,123681,8552,-3720,-13404
110297,123696,8400,-3680,-13520
110323,123681,8524,-3828,-13060
110312,123679,8436,-3940,-13176
110307,123629,8412,-3828,-13224
110299,123627,8428,-3804,-13344
110322,123633,8488,-3736,-13444
110317,123616,8344,-3692,-13324
110307,123555,8356,-3668,-13368
110297,123517,8500,-3676,-13180
110289,123504,8312,-3728,-13364
110285,123488,8312,-3624,-13380
110299,123445,8288,-3724,-13528
110295,123443,8508,-3884,-13328
110321,123420,8356,-3832,-13452
110303,123411,8484,-3784,-13296
110310,123387,8432,-3712,-13380
110324,123380,8348,-3764,-13240
110322,123367,8268,-3740,-13256
110321,123345,8448,-3824,-13324
110322,123330,8376,-3864,-13400
110318,123335,8484,-3764,-13376
110306,123315,8232,-3784,-13444
110286,123307,8272,-3712,-13428
110254,123297,8256,-3768,-13360
110254,123303,8408,-3724,-13268
110255,123301,8448,-3600,-13296
110236,123301,8448,-3720,-13404
110222,123291,8496,-3728,-13300
110198,123301,8420,-3768,-13316
110274,123391,8372,-3748,-13340
110236,123394,8348,-3688,-13404
110227,123379,8264,-3680,-13476
110214,123395,8332,-3648,-13380
110188,123363,8360,-3712,-13372
110199,123347,8292,-3780,-13396
110189,123359,8404,-3720,-13484
110165,123361,8556,-3808,-13272
110159,123338,8400,-3776,-13432
110146,123343,8428,-3784,-13300
110153,123335,8392,-3772,-13396
110127,123348,8404,-3760,-13332
110126,123356,8360,-3740,-13152
110123,123351,8264,-3752,-13432
110108,123354,8456,-3852,-13260
110100,123353,8252,-3808,-13260
110077,123366,8348,-3732,-13308
110078,123379,8380,-3824,-13344
110082,123384,8412,-3860,-13252
110065,123378,8284,-3780,-13380
110067,123400,8340,-3724,-13508
110053,123414,8452,-3836,-13364
110043,123417,8312,-3720,-13040
110021,123402,8404,-3744,-13272
110020,123404,8460,-3920,-13240
110010,123408,8352,-3832,-13428
110024,123411,8244,-3824,-13220
110005,123405,8296,-3716,-13292
109996,123432,8440,-3796,-13316
109980,123445,8308,-3824,-13560
109967,123474,8416,-3740,-13260
110036,123575,8324,-3772,-13408
110046,123586,8360,-3712,-13312
110031,123566,8328,-3828,-13200
110044,123560,8380,-3832,-13396
110039,123570,8368,-3708,-13320
110019,123570,8436,-3676,-13300
110022,123578,8440,-3780,-13324
110034,123598,8412,-3788,-13416
110029,123592,8396,-3816,-13252
110030,123614,8372,-3832,-13392
110037,123616,8272,-3804,-13328
110034,123599,8348,-3804,-13356
110040,123589,8500,-3736,-13384
110044,123576,8360,-3740,-13260
110041,123586,8456,-3748,-13268
110045,123592,8456,-3804,-13380
110038,123586,8396,-3828,-13256
110049,123583,8380,-3772,-13348
110055,123598,8348,-3708,-13312
110075,123598,8452,-3836,-13328
110055,123605,8376,-3844,-13388
110045,123602,8364,-3788,-13272
110078,123604,8496,-3884,-13264
110049,123609,8388,-3804,-13260
110049,123640,8408,-3888,-13276
110060,123636,8532,-3836,-13316
110046,123623,8340,-3692,-13360
110034,123615,8432,-3752,-13264
110049,123628,8404,-3776,-13420
110014,123639,8272,-3832,-13340
110082,123727,8440,-3716,-13412
110086,123753,8424,-3780,-13428
110076,123758,8444,-3820,-13316
110085,123750,8392,-3904,-13244
110086,123763,8344,-3780,-13264
110094,123749,8388,-3756,-13296
110080,123757,8396,-3728,-13304
110088,123751,8368,-3720,-13512
110083,123782,8376,-3692,-13180
110099,123758,8360,-3892,-13284
110108,123756,8436,-3764,-13280
110095,123734,8404,-3768,-13236
110100,123760,8464,-3752,-13364
110078,123774,8416,-3748,-13276
110090,123768,8324,-3804,-13484
110089,123776,8264,-3844,-13212
110078,123766,8340,-3668,-13388
110069,123766,8340,-3812,-13196
110058,123769,8440,-3804,-13324
110073,123778,8408,-3824,-13256
110044,123771,8476,-3660,-13448
110037,123772,8460,-3856,-13308
110048,123785,8488,-3740,-13228
110056,123774,8424,-3800,-13288
110035,123765,8504,-3724,-13424
110037,123762,8436,-3732,-13404
110030,123757,8352,-3744,-13232
110029,123756,8360,-3784,-13340
110003,123765,8448,-3796,-13272
110000,123785,8476,-3840,-13296
110020,123805,8440,-3764,-13432
110079,123886,8384,-3792,-13112
110093,123917,8368,-3808,-13324
110103,123911,8492,-3696,-13268
110110,123916,8360,-3804,-13260
110113,123905,8520,-3716,-13388
110114,123934,8464,-3832,-13232
110119,123926,8420,-3744,-13140
110101,123925,8376,-3720,-13148
110125,123919,8436,-3760,-13368
110116,123925,8440,-3764,-13296
110104,123925,8484,-3788,-13300
110121,123926,8420,-3840,-13436
110116,123936,8428,-3820,-13248
110132,123931,8360,-3848,-13476
110130,123929,8388,-3740,-13272
110123,123946,8484,-3736,-13228
110134,123937,8456,-3776,-13248
110142,123959,8408,-3720,-13360
110132,123946,8472,-3692,-13240
110136,123931,8392,-3708,-13364
110122,123935,8484,-3788,-13128
110129,123944,8376,-3812,-13400
110131,123944,8436,-3628,-13252
110128,123939,8496,-3800,-13420
110103,123919,8392,-3748,-13336
110115,123925,8404,-3700,-13352
110114,123924,8460,-3800,-13308
110104,123931,8440,-3784,-13244
110095,123940,8580,-3752,-13248
110077,123969,8416,-3668,-13384
110161,124033,8492,-3792,-13264
110147,124041,8460,-3700,-13332
110159,124015,8424,-3792,-13276
110150,124034,8500,-3848,-13304
110146,124024,8316,-3712,-13328
110151,124028,8476,-3808,-13316
110150,124031,8404,-3748,-13176
110161,124026,8476,-3772,-13432
110129,123989,8424,-3748,-13364
110134,123998,8344,-3700,-13384
110148,123997,8436,-3880,-13380
110140,124006,8388,-3720,-13200
110136,123988,8400,-3768,-13248
110142,124008,8448,-3688,-13344
110116,123982,8440,-3816,-13152
110129,123992,8420,-3768,-13340
110135,123977,8532,-3800,-13164
110146,123982,8460,-3844,-13284
110142,123975,8408,-3688,-13224
110123,123963,8460,-3780,-13272
110135,123967,8388,-3800,-13428
110135,123952,8452,-3784,-13368
110113,123975,8392,-3740,-13488
110128,123960,8520,-3772,-13180
110119,123937,8408,-3708,-13400
110097,123924,8460,-3756,-13124
110108,123937,8468,-3856,-13320
110091,123913,8492,-3684,-13260
110085,123912,8436,-3724,-13484
110056,123910,8312,-3736,-13392
110111,124020,8320,-3800,-13184
110116,124019,8416,-3808,-13172
110120,124042,8452,-3776,-13236
110113,124031,8404,-3820,-13348
110106,124003,8336,-3800,-13268
110108,124007,8428,-3740,-13252
110114,124003,8396,-3836,-13312
110085,123999,8488,-3720,-13176
110101,123999,8404,-3720,-13292
110084,124009,8464,-3688,-13148
110091,123967,8488,-3812,-13408
110096,123973,8440,-3824,-13228
110108,123954,8384,-3744,-13332
110083,123963,8424,-3864,-13308
110082,123965,8316,-3912,-13200
110077,123943,8356,-3680,-13360
110081,123975,8428,-3820,-13248
110082,123965,8408,-3772,-13300
110064,123966,8500,-3796,-13424
110074,123936,8380,-3724,-13288
110084,123941,8424,-3708,-13292
110069,123951,8364,-3816,-13348
110073,123938,8428,-3720,-13396
110046,123932,8376,-3780,-13428
110064,123919,8412,-3792,-13208
110051,123905,8424,-3796,-13408
110046,123911,8432,-3808,-13256
110043,123900,8384,-3756,-13360
110026,123907,8396,-3868,-13296
110007,123914,8384,-3884,-13392
110071,123998,8420,-3836,-13276
110094,124009,8472,-3804,-13576
110076,124011,8384,-3712,-13236
110074,124023,8380,-3752,-13260
110060,124019,8412,-3712,-13276
110070,123991,8356,-3676,-13128
110093,124003,8440,-3756,-13336
110075,124008,8472,-3924,-13476
110071,123994,8484,-3768,-13224
110072,123997,8416,-3880,-13452
110086,123996,8444,-3700,-13344
110079,123996,8396,-3720,-13228
110085,123985,8400,-3696,-13360
110085,123989,8436,-3748,-13364
110099,123991,8324,-3812,-13312
110077,123995,8416,-3904,-13364
110096,124009,8384,-3744,-13204
110091,123991,8440,-3780,-13336
110087,123994,8340,-3852,-13340
110085,123998,8400,-3800,-13244
110084,123991,8472,-3776,-13348
110098,124003,8416,-3808,-13228
110094,123970,8416,-3700,-13304
110080,123991,8316,-3780,-13220
110075,123978,8392,-3720,-13380
110076,123961,8444,-3824,-13252
110058,123935,8392,-3656,-13388
110056,123951,8424,-3720,-13348
110044,123929,8436,-3720,-13296
110054,123937,8384,-3628,-13336
110047,123954,8488,-3732,-13396
110115,124042,8392,-3840,-13376
110105,124058,8400,-3844,-13380
110112,124082,8372,-3832,-13280
110113,124071,8360,-3772,-13204
110103,124069,8408,-3828,-13476
110099,124032,8368,-3792,-13340
110114,124059,8540,-3780,-13340
110117,124053,8360,-3736,-13212
110114,124056,8456,-3660,-13216
110112,124032,8368,-3728,-13312
110109,124009,8452,-3784,-13272
110116,124012,8416,-3724,-13200
110114,124024,8428,-3816,-13276
110113,124036,8412,-3788,-13508
110121,124010,8256,-3804,-13332
110097,124020,8300,-3720,-13252
110094,124027,8428,-3900,-13208
110098,124015,8452,-3848,-13264
110074,124027,8400,-3812,-13284
110080,124017,8532,-3832,-13204
110087,124001,8400,-3808,-13384
110088,123996,8448,-3736,-13444
110064,123988,8288,-3708,-13272
110071,123983,8284,-3760,-13256
110061,123971,8476,-3712,-13248
110055,123961,8496,-3804,-13432
110039,123959,8292,-3740,-13116
110025,123964,8476,-3796,-13312
110014,123944,8364,-3828,-13324
110020,123971,8316,-3808,-13140
110071,124051,8356,-3676,-13096
110069,124042,8444,-3720,-13320
110076,124059,8420,-3724,-13388
110080,124075,8400,-3748,-13464
110077,124066,8476,-3720,-13308
110078,124046,8400,-3776,-13388
110070,124049,8448,-3792,-13300
110076,124052,8396,-3724,-13308
110084,124050,8468,-3816,-13192
110079,124031,8540,-3736,-13140
110078,124024,8476,-3676,-13404
110065,124006,8312,-3824,-13376
110088,124036,8416,-3800,-13388
110073,124027,8392,-3860,-13196
110070,124029,8416,-3784,-13412
110074,124020,8408,-3724,-13236
110089,124031,8440,-3752,-13460
110073,124020,8484,-3752,-13332
110065,124010,8400,-3852,-13532
110083,124018,8380,-3784,-13380
110075,123990,8432,-3696,-13312
110067,124015,8436,-3812,-13236
110079,123989,8340,-3788,-13284
110070,123990,8364,-3872,-13200
110047,123981,8388,-3732,-13336
110057,123999,8488,-3772,-13312
110047,123955,8420,-3752,-13252
110041,123956,8384,-3768,-13132
110023,123937,8464,-3728,-13368
110018,123947,8324,-3728,-13392
110000,123959,8248,-3820,-13064
110076,124070,8536,-3804,-13248
110075,124075,8384,-3856,-13308
110074,124055,8440,-3772,-13464
110072,124048,8396,-3760,-13404
110079,124049,8336,-3580,-13392
110065,124060,8396,-3836,-13320
110066,124048,8416,-3776,-13204
110082,124045,8484,-3708,-13300
110082,124032,8340,-3776,-13272
110094,124039,8412,-3832,-13368
110089,124009,8436,-3824,-13320
110087,124012,8424,-3720,-13428
110082,124022,8412,-3704,-13420
110076,124015,8452,-3680,-13252
110092,124034,8460,-3820,-13204
110077,124014,8480,-3844,-13416
110101,124033,8456,-3792,-13456
110088,124025,8468,-3832,-13284
110094,124031,8336,-3780,-13316
110082,124015,8332,-3720,-13304
110104,124018,8360,-3820,-13376
110095,124019,8540,-3744,-13420
110087,124001,8456,-3724,-13320
110096,124004,8416,-3796,-13276
110088,123999,8476,-3772,-13360
110074,123974,8348,-3712,-13240
110086,124001,8520,-3772,-13348
110049,123941,8400,-3740,-13300
110041,123953,8372,-3736,-13472
110020,123954,8332,-3760,-13284
110094,124062,8400,-3804,-13268
110088,124054,8404,-3872,-13148
110073,123926,8324,-3876,-13416
110076,123956,8316,-3816,-13136
110058,123916,8408,-3900,-13396
110075,123935,8348,-3772,-13472
110061,123959,8512,-3620,-13252
110062,123943,8412,-3712,-13452
110067,123938,8388,-3760,-13236
110074,123939,8404,-3708,-13328
110065,123957,8456,-3812,-13408
110072,123909,8464,-3744,-13328
110048,123891,8440,-3732,-13308
110069,123931,8384,-3792,-13240
110070,123912,8280,-3844,-13216
110094,123945,8428,-3800,-13248
110086,123951,8440,-3768,-13300
110106,123963,8472,-3696,-13368
110108,124012,8508,-3740,-13348
110101,124012,8468,-3740,-13284
110119,123984,8288,-3768,-13232
110117,123999,8400,-3788,-13188
110129,123990,8352,-3744,-13360
110108,124001,8404,-3732,-13308
110119,124040,8508,-3876,-13364
110136,124039,8452,-3776,-13256
110128,124018,8472,-3908,-13328
110122,123995,8452,-3768,-13336
110120,124024,8504,-3704,-13300
110120,124024,8340,-3620,-13104
110114,124003,8380,-3748,-13324
110125,123977,8440,-3812,-13316
110137,123996,8348,-3784,-13156
110120,124016,8404,-3692,-13380
110130,124013,8424,-3632,-13388
110129,124029,8476,-3708,-13420
110129,124027,8332,-3800,-13252
110137,124016,8416,-3792,-13304
110093,124020,8476,-3860,-13136
110121,124015,8492,-3832,-13300
110113,124004,8400,-3788,-13320
110136,124013,8440,-3740,-13148
110108,123989,8452,-3744,-13332
110127,123986,8348,-3800,-13396
110124,123980,8356,-3748,-13372
110127,123986,8352,-3772,-13324
110128,123999,8432,-3696,-13368
110116,124002,8340,-3844,-13320
110103,123982,8352,-3780,-13276
110103,123996,8412,-3856,-13292
110106,123995,8488,-3792,-13156
110108,123997,8432,-3844,-13308
110102,123992,8464,-3768,-13384
110105,123959,8496,-3812,-13244
110093,123985,8412,-3796,-13276
110096,123963,8512,-3740,-13288
110092,123965,8432,-3760,-13396
110103,123961,8536,-3868,-13416
110107,123946,8364,-3784,-13328
110104,123916,8408,-3864,-13236
110088,123947,8500,-3808,-13168
110099,123943,8432,-3660,-13156
110099,123938,8492,-3748,-13312
110098,123958,8488,-3740,-13364
110104,123955,8380,-3712,-13400
110102,123956,8508,-3736,-13244
110102,123986,8460,-3836,-13216
110099,124018,8392,-3800,-13300
110102,124019,8396,-3696,-13272
110111,124046,8388,-3916,-13336
110117,124034,8444,-3752,-13396
110132,124057,8420,-3768,-13320
110126,124050,8392,-3812,-13296
110122,124049,8460,-3708,-13380
110121,124027,8520,-3824,-13340
110119,124023,8516,-3688,-13284
110125,124025,8544,-3792,-13296
110116,124042,8384,-3804,-13372
110105,124030,8420,-3752,-13252
110108,123999,8516,-3808,-13260
110109,123998,8380,-3780,-13304
110089,123997,8476,-3780,-13252
110082,124006,8452,-3828,-13348
110076,124004,8472,-3916,-13372
110085,124013,8360,-3800,-13456
110068,124003,8396,-3792,-13236
110071,123998,8472,-3760,-13364
110075,123993,8464,-3760,-13552
110065,124000,8488,-3792,-13168
110064,124011,8452,-3684,-13148
110060,123996,8452,-3764,-13488
110055,124023,8396,-3720,-13340
110068,124058,8368,-3844,-13284
110078,124091,8384,-3820,-13348
110069,124066,8436,-3768,-13388
110064,124054,8412,-3732,-13320
110053,124038,8408,-3744,-13152
110072,124033,8512,-3688,-13284
110056,124050,8396,-3800,-13324
110053,124051,8376,-3740,-13292
110051,124024,8520,-3780,-13240
110070,124022,8532,-3772,-13260
110069,124013,8416,-3832,-13120
110075,124040,8344,-3772,-13336
110072,124020,8388,-3792,-13208
110073,124030,8476,-3760,-13368
110059,124039,8424,-3852,-13352
110081,124045,8400,-3808,-13224
110080,124040,8464,-3740,-13440
110072,124034,8416,-3708,-13244
110072,124035,8412,-3720,-13436
110066,124030,8452,-3764,-13192
110076,124030,8452,-3752,-13228
110077,124003,8380,-3788,-13360
110071,124017,8472,-3688,-13396
110081,124023,8400,-3840,-13204
110076,124033,8444,-3796,-13268
110061,124010,8452,-3648,-13312
110073,124008,8480,-3628,-13380
110058,124002,8456,-3748,-13148
110043,124023,8356,-3864,-13368
110034,124030,8392,-3848,-13408
110035,124030,8432,-3728,-13440
110010,124044,8476,-3836,-13348
110020,124040,8476,-3788,-13364
110003,124068,8500,-3816,-13364
110054,124056,8420,-3812,-13396
110034,124089,8452,-3808,-13376
